,job_title,job_link,company,location,date_posted
0,Baker,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BXGScnN2k2NhweWfBEIomtTlA0ZqDfLZmYj_4tOtFd8v3g49Xo-KyIM51o-9muqg0mAaOxrLCQdBXfzaUiIGyuBflvkQ1NHTgwFvNhn0LSD2G2-XDpfQpUL6Z8FMUS4cKQwZdN8o-pOIVu9z2JDRxy-9wPxSJnAkKIm8C0hlORK-vdzNEItUKMAWrb3-MpoNgIO9GTzdoimyuj_DpA5sM7tN6Nu32Gpl9nsW7_QhIi2LzDxQIvtTZU-WGA7NQ1_2msH_xTkIID4nzYm7SK6kUGovaiCiLDDPcL1WqQicjTLzqp3ABMJqohfxWWn8tep7AEQ-aTNxkHSf9uKmiseariAmz3qlUCLfcvY7IWZHK5JIn6g8FOm_CKWs4Bzyx8VqqmiZoUqf7JfCwUtFvIUcPN4nCc5ndz8AM1qZLbRVQBt9ogj9ppmmFWhbKoan-w2_lazq00KJO2dq12NfyV9Gm8O0d0G_APTbOZ5GDyFWM3tQ==&xkcb=SoCU-_M3MPQmFkWzIB0LbzkdCdPP&p=0&fvj=1&vjs=3,Mulberry House Residential Home,Newton Abbot,Today
1,Domiciliary Support Worker - NVQ 3 - HOLSWORTHY AREA,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0D0ZqxdZg2TwcIemQ4yr89eGinLCR7bn2QHXosobzuZIDj3d7eZuNVhfrfJs2JApXvF15K81nqJZsyaJUTajAdx9r79oDt6qoByewDJyXHV9tkajZqjSmgx8Zv8yuUtrhhIRw2cnIrrcas7TyLDdRSYhvFQBC9DYp9moQf9z_LWGo9ouNbbAXFRKgHCE6yO4TMZvR8p-7MG0gMw6iee18I4sVPFhHZxsD7PrAjcbojY_o2tytWcuhog5H0wRsQ8diBIHMkOrW7IMKVse3nxRCYvTYj8vliRbi_ECCrgLxR2e3Dwm7R7LjH9FMZiwXEMK9ypGrrCtLie7_kIO5yx7HAKi4lTd4av9Ictg66woBBMrMLlTpshfd-qrJeai-5whL-b7o6oHYgynzec7YlhbtsqtMApX9qaUcxsqEVFvEfOoyTThRIWkQ805fIEadK-Ofo4lWM1XvQj74pNiQJ3oWymKZubuiQQkc4em_bBxakWb-NCCSIZFnVfc-D_tB0jjHN-OsLcBrklrTPn8R_PYAJnwAEundnTGxk=&xkcb=SoAg-_M3MPQmFkWzIB0KbzkdCdPP&p=1&fvj=1&vjs=3,Rural Care North Devon Ltd,Holsworthy,Today
2,Education Support Advisor,https://uk.indeed.com/viewjob?jk=09426bd4dfee84c5&fccid=2c60e2b3e08bfe2a&vjs=3,University of Exeter,Hybrid remote in Exeter,Today
3,Higher Education Student Liaison,https://uk.indeed.com/company/CITY-COLLEGE-PLYMOUTH/jobs/Liaison-eabc725d224144cb?fccid=4c00ffefc86f6366&vjs=3,City College Plymouth,Plymouth, 1 day ago
4,Administrator,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0DT8joBX-KH5QGuAawGdqNyL2lp4vLAxG5_MiYCN2zMBn98g6EU4ZV1HkrSWF3wZioUIH1zhJA-_ZMQe7K0deDcMosD9k6eIKYMsICj_vZrAftGGLu6kWp4aY5L7mK2vMDfGrCdIVbDJmFqFir08EYvSWgCHECRte0AlnANXN_aJlWZlDxBKIQ2GBzsaWKSyXeloarPLC9bHpg26RxLD7woJtngNfZ9PrdegZbhmWQnOwaOWrVbL5-LWVxnR58hVTzhb_9EUajp72xkEyJNphFTwuFeufnWVtqDXqPu_c9gQaA6RMgEOdrPzfT5OB0JX7qyLeLX4XJcVWP_UoBnVn95EecjVxJy2ueVoOahr-PJEuTc3QJ7a9uXPVQciUt6AhNyKLwLiekOTQRskc0TBWVA7BIUYTC23TYbaB-daj1Q8Ty2mruGCx2-cBxFRDulr4Yb3zfvtIODgjZ13ice52MnoePJ18d0vpbkgBoA01R6z8ZO2OQxZPMX3DZP0oxFxO2h6zwYI2MPmh0ZktegxQF8kVCk4Gj5tfqOPBxGHw3mWw==&xkcb=SoCH-_M3MPQmFkWzIB0PbzkdCdPP&p=4&fvj=1&vjs=3,Cathedral Appointments,Exeter, 1 day ago
5,Animal Welfare Assistant - part time,https://uk.indeed.com/viewjob?jk=eccd3b1692530a29&fccid=09425ba64bb6d8f8&vjs=3,Blue Cross For Pets,Devon, 1 day ago
6,Public and Green Space Operator,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0DbqUQJLlW1evGYLmRjlVlHLg_UGpev7_RxHE__ZK5Nk-qhv1OqABgq514BllZfQhSDRO8ULh_Cd_8XNopB5Z9wm5O1_O4wTYJhWUwn4ZmKBpPVCrE9tH9-O84WljE2lXtu2qLmTdclV7HKGoALPPzdI9BoJrS0MTEgc884dOi3Ges6UYF6-2juHJdxHJ2-iERJEK6DQHa2wAVCZRLnqTvj5vYD2XfMtu99brswg-r67iVJ6Uq2NkyWGZeOYqS44g4NFmf4-GwkDla4nZrRvPPl2N9LRFzEUW4fsw1mGAWSFo3P-KUOnPFxUPI_z_HRp1PnexQ1-MQuyeynHyiIAKt97THFFyOErCBD35DJywAnEyz-GVb0F_rUugjp4Y_yaDtaFDeQu9auJxXUtjpjc8ChXJY92SOh39q0p2pbdSRylIb9CqsbZVN4wStfxtyF2k70M3y0Ug8oHZn0DU8FClQ395U8u2S8hD_FGRl4saxqbiVwSmw3YD6qpcR73EDjYNfcEynmFRC-eCY8PzVzX_eU&xkcb=SoCu-_M3MPQmFkWzIB0NbzkdCdPP&p=6&fvj=1&vjs=3,Recruitment in Partnership Ltd,Exeter, 1 day ago
7,Showteam holiday park entertainer LAST POSITION,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BLq1aai0lluQ32iiUrkrh_QlxcGaT3szPKwQptsncjjIRGVaZoXo6hnLrMAv3g_Jy43G6RTr1biN_ngQkBq86M_1hDOGM2jxkOA0vnOpLmvBGCvepZ9rFcTLOmJVbvaLnQtmlqqb6CVIjJUkEwAY7bS0oBayIX01PnPTfqNAYw-hpFDMnimfvtt8xAfCYt0CMgiZspki4i7Y2c7f6BzVlvAqJ-kDZdle1mHjTXtPPjRRzt4H5-UIzmG6PyT6vpu52fE4pJ6YzYXBwfjjc4PIy6sO7rRbtrs0FUwMj9gjCBJ2-BJaCylesBAgstFvCOHkLtB-X5j_91GoELL3q4l_Aq0ah0sv9Z_9zqcKw0jf630KhccHOacHeexadtAJIeyfjpC1rZ-0K7nQMM1lAo1AHW7Ht8pX-8uLQD0bwN4lOP1ajvv09c7AnBrYO0w8vyLWjuYynQp_x3-aLqg87GrNKIBGX25o6dIadc_0frAgEAhaIgEXHkrkzG2TUKzXyLmaCzDHMIVYvEJhm8TTcOsv3l&xkcb=SoAa-_M3MPQmFkWzIB0MbzkdCdPP&p=7&fvj=1&vjs=3,Mark price entertainment ltd,Dawlish Warren EX7,Today
8,Youth Support Worker,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0DG2ptFWw5MsJCZg6Frn_bF4wRLAdt3gobDc-zKpsMBFDn1RkypooO0undPb2CrNj3BVZZk5NxrL73xljFDOgIu5EbkqtXUEjM2ZV4OGKaJKF9B10rxvleU5IURQ5M725dbnW7l6FmVJLEd-iAP7QopgWcFOnkdX9f_siW6NvQFiDRLFM7j7C5DMtPP9-89vGMERy_BxfmoBgfVCU72dHbO577IBw_JRrGSkjAeSxsyTKScM4yy9rfvRbHe1flaMWaygfkHuw67LuiWAlHLyGvyteP50Ty0ia0oANqp-ton6MEQ6aTcdfkE6vg-jjjxhNq5ROjZvMXm_XSONK-PgzsX57efdTBDXA4WTo-ZVtj3qUBLwPV-gLep8bDQKI5g0FLqW4nRcSdkoqf5IZsZ2TV49_OirnU6uLMcaCNdVU3Fal3LsIjlSLd9s9HrGW0PafKBT9OYxe0HX_f46CNxp-CkO1Mx_EAwcyP8jEr6zIwgcViw3eUg8jOpjc2_-xMUFTE=&xkcb=SoDz-_M3MPQmFkWzIB0DbzkdCdPP&p=8&fvj=1&vjs=3,The Amber Foundation - Charity number 1051388,Chulmleigh EX18+1 location,Today
9,Children's Football Coach,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BCSOomDA_uQkPNLJtweA5BTEmPXIA0_zau1TVno86YQ6TBxs2skNJNTLi86FCZvBpSRX1dfYTUKRv-MFOGg3YrW7Mcp7P_oLYVSfq2ocWZgvYL_SKP4RtC1DHnIcZJxeyRy1trDgRMkyZAmdjYy75LIM-2SR2LM9iSOiYJh__RpfCMASbEGNuZgR1Tv61_-wdH2zG-KClYQ_AqmgM_ODn7INbgWpGlhkO68Hr99ciI80SRP4wTI7aJivX40d8gM2iXeJ6iQORt1TDZtDrIgVO7hMqsyNO4OGUdb8zGWU-Yk7XPqIps9A9Rcs_s7sgGUoDeVmsjHG7efy9QGlhRtV6tB6zhRzMkqIqi_LWlNhU4WXQX7PUnpkTq6JISDNa2nzUh-0AQj5tgG3XR4NPLsb7rhq8qJ3A1K07-NNfBQKfIskfcKdejn2kH6sBX4kGKiZ3C9ZxsRMuHCEeNUMnXkyJa5Sz0YFymWHRdTEnH4Y6OUsjRGcC2c45NpsHvldquki4=&xkcb=SoBH-_M3MPQmFkWzIB0CbzkdCdPP&p=9&fvj=1&vjs=3,Kixx Plymouth,Plymouth,Today
10,IG (DSP) Officer,https://uk.indeed.com/viewjob?jk=0fb7fe7e3b94958a&fccid=7691ebb71b24124c&vjs=3,Torbay and South Devon NHS Foundation Trust,Torquay TQ2,Today
11,Field Sales Representative,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BAlY0gtZ_dxyAL9UBBZX9L4c6QBy5-ht2vgEEcAJQQSp33wR_xMEgL5XYOCdMFu8xWH_t5BtgGD3l-mJU7z6-B9bllP-Q30b0lhznLwCN6j9bWO48Yv30fU-NqQXvBXK28jDzTCwb9qOH3vvdhHVB4jI6_s0KVhwqtM6aAy_Ar4T56ZTMi5WhgDZfmC9NqEONSFiJAauXiwjMmULgML0ybZxt2CZmsbEans9AE4PYtYiYLKQ0pUa6lOoZSe7QMhpFy1hgb7usQ2X8OpAXAbAMyoIHvz_B-2NR6xe2A_qxMdBaf3yd133NODQpag_gbk6H5FzgPWdt5KAIWqk33A3v6BdR0X9It3SFYasDJPDr3q6_OAoVbGMDJ8-s7Nh-Nzz8vUSXUWA2vuYC-AFHs4S4xmYkVSt7vh_3--QEy5TyqWNAWE00eM1Pd9oxI3LYaVVz9_mFn3xxNANEy1ep4EefTkAO9Zw0UmVVsoP4ug7Z-5S3VcbmYOTEWB3d7r7NG9ioQdzNg3s1hKg==&xkcb=SoBu-_M3MPQmFkWzIB0AbzkdCdPP&p=11&fvj=1&vjs=3,Niagara Therapy,Exeter+1 location,Today
12,Team Assistant,https://uk.indeed.com/viewjob?jk=ae6ff3cc2902b3ff&fccid=7691ebb71b24124c&vjs=3,NHS Blood and Transplant,Plymouth PL6, 1 day ago
13,Barista - Starbucks Open Interviews,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0ByT_3c7nCo30gGv2w68nk-NOYgL8Or9ZWBn1ruFa4KbqN7iripJhpTouRzO9mLSq0rkikQcg3K1d62W1HxSWGhbV-X9FaI5v0-kHA2_-_EPSq1TdwbRtJzs1qCJUoo9pRuzKVCak9MXWGA11U37HfOb_MvFsGthxtM_OD5mE4LzV5n2jmiR_YDKMH5A6iLQ9D5uo0RgPBodRC8d91HwQ-COH6NOqOivR0QWzRky_L_42MbXMeE0plFvsUWkYsif5HRx79WgxafvUXfNuhPJ0EcSLZN9uhv2ygI3wX0fUB6iY8eBWLb_dAFDpoFnQolOSAr_wx09aBot91u3K9O7PccNcZID5nTAtQq9jQw3BwQyygm4oFjF5zno-Hgvin19LwHbXHUw8nxPurim5jcJn9ETHWVGF6cdpGXW0gj-2A8PQjTN6ji69mgL33UhKQmuCvxfCkHNXkUskPThGmXsY75LdB0wNkW7T-omCRede2jN4kvy4a90JRCQk2q4tFZ6PVIqv2NGybFkz3RMbAJWr4wd820vkIb6VSCoUcRZh7yS-9LeDdeGdIceRigccjm67IRwRBRS-7WSa5OV-n-0k4IQcDLebsV7IG3MmG9TlqutD9GRJwrR_nEInxsR9ENw60L5x0zYyEkCUh4B1zbcSbPZWdGFJ60ngo2pL1YzrSQYWE0DJXw-ORZU7ZI1IZoeqy5CVh7dUp-ksMIdrT5WgsKSRCdwDuYEaio_eeM97FI7TUmAjA-q3utnRj8e4rUt1Y=&xkcb=SoBU-_M3MPQmFkWzIB0GbzkdCdPP&p=13&fvj=0,SSP UK - Exeter Station,Exeter EX4, 1 day ago
14,Education Support Administrator,https://uk.indeed.com/viewjob?jk=13080158a48dcc80&fccid=2c60e2b3e08bfe2a&vjs=3,University of Exeter,Hybrid remote in Exeter, 1 day ago
15,Sales Assistant,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BjRc032lUZSDUlhoDfKU72XceV-cLA7mFs9vGwVxFydc8xF7366KToE7MYW_i41M0AmoB4T1X9fHNDHE7EUZorolLGSXFAyKC4EmqIGaNefVJIgWbEsU3oe8Co0lR6BCe1aODY8eLAMkHuYM7uCUrEpKR8MF68i3ikPO9fLa0A3KPdBDPc0I7btzRW-vsCETFu_LpACnjYwrQDhkDuBTXCqM21nRhBRasa809e0cU43pUSOR0mKU1FSlWHK75qpMnmkk1tAJwzadvaDXFn4QvKEMXwySZ_ZXan25AKw0e3jaRVTd5CRzyisGcI_Rc8-rvUGuOayKLV1c0Y91ZoaXepvzzG2xLo46ncqWxuKThjoQ0fyjydm6PbSEGHisPE4zKH_hkif7zbKcTD3-24w_IVuqvIl0oeDR-MvwqGlmiOELNcOze13Wb8MoL3Qa-gaVFfukq8EpM5d0Oo_wVTYqCOGnEJhGL5p0yDZks2yn56vvhP09QWxLa4MWcaThfNphg=&xkcb=SoCp-_M3MPQlxQWzIB0LbzkdCdPP&p=0&fvj=1&vjs=3,Lewis Paige Recruitment Ltd,Exeter,Today
16,EXPERIENCED CAFE FOH /BARISTA-IMMEDIATE START,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0B4StsvGjG95e_FYu4onKVviB4Ca4xLTHV7IAY0SH2eq9GGc_kuLPhadS3ENgR1qPm6htXExnjsQEO0hy82m32EHkZVPHR5NpiREJq_ms_Pz70imzNDHTjmJ4JMVJzNmro3tbkxabT1MfNnW_69-1qS8cbvwdC3-m4IOEGhnUlqk90cC_t2XLbE6QRH_4U-t6yuUS-DXYj2vu1oIw4QUIHEZ5RyKsC4dTWRXZhQsoLWXrV4tn4kO0KfHVu8qucB4irx04i5y7wH_ffzmc_Yw__jrYCMIOZZY5ti2uPFq1Af7f52CfhOjMNhtMPa2iVbiGwuA9bV7YkHc4YupU7Z0zbRPvNKeCo5zq3tWzRn_rfbTLcfin07NHHATUPv0wP5AakF89XbvqKyZ1D0cmm2TajPXis53pKer1gs7F1s8T2S2cuWdS8WKyF2PXVkGYo88Qagy0irBz7G1FjQFfqYY7dljAbZnYq_FeX3HISUYfFpaaR-80vDmZuvYxZKeBQLc3ZfDqTRfjj3A2XruL6hcKVi3XVs3Dmzpsc=&xkcb=SoAd-_M3MPQlxQWzIB0KbzkdCdPP&p=1&fvj=1&vjs=3,ARTIGIANO ESPRESSO BARS LIMITED,Newton Abbot,Just posted
17,SEN Teaching Assistant,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0CxdoNYHvA-0VD3LWRQ0npeoyeccm8lbnJ4TA-067bz5-nhji6vxYCC72A88BNW3I1qd8TF6kc5wniVsUEhOGBmQ450ANa17Neg1OqVrlsNJu5waZ59e_bzNMTQIe3yyrASQChkI_xA4_8YKCQX1RbSn-gX7_CiAtu6Dw4ll44ajzYQnMHhwr8CEaDMRs4Qm0ex3elQIvTB2pxLKb9PoEcSecg9fCEnYj92NL9s8PqtDf7EhibmmAck4xe9Vv-VjKZtBuwuYXUgN1B3586YpcN_2F_DM-hxYDJ02cUTht2LlexYZLX4gs2hV1mnpFbrjNbWpxbMZgu3mNarrKywPFZiilWztZ4zQ_Mzl3LiCbrZFhdw0zaua54UOMVnbOZC5-u3_ceyJe6rJBXvPQtycJbAZATcZSOg1-0bR2jzOgwCIlv2CoNHMRMeDthdJGg5u40-gPO_6rt1awMfdFuCvrX6AmtC02IHD24xCtDpdsRl2NAh2fAlg2dftgGSdHUWYhE=&xkcb=SoCA-_M3MPQlxQWzIB0JbzkdCdPP&p=2&fvj=1&vjs=3,Opus Education Recruitment,Exeter+3 locations,Hiring ongoing
18,Apprentice Podiatry Assistant Practitioner,https://uk.indeed.com/viewjob?jk=ec36eabee774d09e&fccid=7691ebb71b24124c&vjs=3,Torbay and South Devon NHS Foundation Trust,Torquay TQ2,Today
19,Craftsperson - Overhead Lines,https://uk.indeed.com/viewjob?jk=a05a32b2a63a0190&fccid=40451fd12214faf4&vjs=3,Western Power Distribution,Exeter EX2,Today
20,Administrator,https://uk.indeed.com/viewjob?jk=e32309a073a5c3ca&fccid=b35906aad8a78c27&vjs=3,Cinnamon Care,Exeter, 1 day ago
21,Administrator,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0DT8joBX-KH5QGuAawGdqNyL2lp4vLAxG5_MiYCN2zMBn98g6EU4ZV1HkrSWF3wZioUIH1zhJA-_ZMQe7K0deDcMosD9k6eIKYMsICj_vZrAftGGLu6kWp4aY5L7mK2vMDfGrCdIVbDJmFqFir08EYvSWgCHECRte0AlnANXN_aJlWZlDxBKIQ20XJ1deUM8xN4dq1I6duv7ftZXAfH7J_Vuew0AYzNZFMLNJN_fPAAFIlb-WEh1M72FG_1NTompNdGepI3M1crZd8CxNWqYgixy-byUwACZ2fmAJ5F2VLoydBCIEupTk7OPATnsl9nHscgSidIcsW2Lofy3TX70veUL7rq8nO6Go7-BbB8bMcWnrxFxVJ6R5tzXeB1zFNrvLr2rvXXgCL37f3X2jsb_GnVH4x6kaKGjkDuZ2tV8KKEqGOLHh3ck-3oyYEJVyPBpAN1MJKU0kYUmWCKPsfF1h6NuMS7BSURM5TWa-bxkRpvsLgUjaKI2cGxxLZ9NfLTBdP58_kAIkQS4WQlCwJEbmdeseKGeBD41GuShbAejdPAfw==&xkcb=SoCT-_M3MPQlxQWzIB0NbzkdCdPP&p=6&fvj=1&vjs=3,Cathedral Appointments,Exeter, 1 day ago
22,Conservation Officer,https://uk.indeed.com/viewjob?jk=7056201b4840088e&fccid=2023b6a474aa0c2d&vjs=3,Mid-Devon District Council,Tiverton, 1 day ago
23,Outdoor Activities Instructor,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0CxdoNYHvA-0VD3LWRQ0npeoyeccm8lbnJ4TA-067bz5-nhji6vxYCCa7UMXv5PPPA7LIouCsJRUemNWxibMpqHTbm48ftYgYLkFySFHuXbc9asENTcoWkZGoU543HD1bc9bd-MavTYSlNWPwZp4guqQ3ICh4N4H19Zf8cdcVctyrOK1skobM0o2Pzw3CrAj17JAXpJLyqqAlqR1S7BkxZ3xEfXxoiBc-wJGC2mF2C_bZm9UAWkKqL49L8HT_30_S-YnW4U7RuCcOt6AV5IlSxfbI9oju9b2on9s22ajJ-dW7XaMJIA8OJlfGLtSF5QXIiBU51LyKIXaaWvosKpXnQB9Qyjm5zplx_Jl6-AYxgzgfsEMLa5WXdar4SCKIpHDlKPj4BCfgh_7Kv9R3XT9BqaTsthWX9e6MfHL4fZYxZRVQOor_k_tErmYIX5m74Na-Yvz7h0RVGIsFOsaGaHx-2taQKkdVRs5iauzy44m8BLXcpLPPG_DKjBVEGn4CDJua33Dr6dwXL9jg==&xkcb=SoDO-_M3MPQlxQWzIB0DbzkdCdPP&p=8&fvj=1&vjs=3,Opus Education Recruitment,Plymouth,Hiring ongoing
24,Reading List Assistant,https://uk.indeed.com/viewjob?jk=066f9087abf7074e&fccid=2c60e2b3e08bfe2a&vjs=3,University of Exeter,Hybrid remote in Exeter, 1 day ago
25,Digital Team Leader - Care,https://uk.indeed.com/viewjob?jk=00ba9b604f8ad0fd&fccid=693db197c27333af&vjs=3,Children’s Hospice South West,Devon, 1 day ago
26,Customer Services Coordinator,https://uk.indeed.com/viewjob?jk=e5806a9f3116acc9&fccid=7691ebb71b24124c&vjs=3,NHS South Central and West Commissioning Support...,Torbay, 1 day ago
27,Planner,https://uk.indeed.com/viewjob?jk=a19caad3bec6d8bc&fccid=409fa8dd3bf26ce0&vjs=3,LiveWest,Exeter EX5,Today
28,Public and Green Space Operator,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0DbqUQJLlW1evGYLmRjlVlHLg_UGpev7_RxHE__ZK5Nk-qhv1OqABgq514BllZfQhSDRO8ULh_Cd_8XNopB5Z9wm5O1_O4wTYJhWUwn4ZmKBpPVCrE9tH9-O84WljE2lXtu2qLmTdclV7HKGoALPPzdI9BoJrS0MTEgc884dOi3Ges6UYF6-2juzc_nmSFlbBvylKeh2vMybQ8EcYTqsSFwVS6uSz_pz4iynV6np1Ieyv8w0FZudjkyUCmveNthoZ_zX41RlBeBHhB67rdYi_2rwQF55GBbrpSHigV1dZblpy3Vx89AZRz6qTXYEOxgEzliA4xGfqvtEflZXF1IPyE6nlj7gR1fjGJFWbZ8sWvuF5og9aIVSD6NBjDe4zIpz7yea3IQOQ1Rt6FBpF3hNlVIAxNxVwnSqas0aM4QIVIDdSr8vX4cqtOjpOP-k_tB4-QCogr4pNh2Ppco5jccfpH01UsZWWmjcy_HweZZJGu1Qj-2WRsjiz1xm4NLT9WufoOHlIAeMXdUUdgH6GXxp06Z&xkcb=SoBp-_M3MPQlxQWzIB0GbzkdCdPP&p=13&fvj=1&vjs=3,Recruitment in Partnership Ltd,Exeter, 1 day ago
29,Invigilator (PT),https://uk.indeed.com/viewjob?jk=6cb12bd7d2a2dad5&fccid=dd616958bd9ddc12&vjs=3,Mobile Testing Solutions Ltd,Exeter, 1 day ago
30,Conservation Officer,https://uk.indeed.com/viewjob?jk=7056201b4840088e&fccid=2023b6a474aa0c2d&vjs=3,Mid-Devon District Council,Tiverton, 1 day ago
31,Reading List Assistant,https://uk.indeed.com/viewjob?jk=066f9087abf7074e&fccid=2c60e2b3e08bfe2a&vjs=3,University of Exeter,Hybrid remote in Exeter, 1 day ago
32,Sales Assistant,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BjRc032lUZSDUlhoDfKU72XceV-cLA7mFs9vGwVxFydc8xF7366KToE7MYW_i41M0AmoB4T1X9fHNDHE7EUZorolLGSXFAyKC4EmqIGaNefVJIgWbEsU3oe8Co0lR6BCe1aODY8eLAMkHuYM7uCUrEpKR8MF68i3ikPO9fLa0A3KPdBDPc0I7bxp2ln5YKHdGzIbUQqRSxn1fRTzJZGXfEGTsYS4G3u8R5vNoAVqPGxYz_kHK18Z7QoHr3h8AuBbCfSa6fdjJWPi9HS-WeX6a0v8rZcvoXlpOfCrulnsCovUvCqwuznM6jFQZn2JdLXxvEQah3NbFMOfkR5LwL0UropR5TbdWnLGl9uqDJQqKvjPeaA8nXWyLjuBDkLq7IGF6owxk77kzGMzt3YSZAuAmikqDopvzsaQQMgBVbdnnRIxDvLHr_kfVShQ8NEZ_Yj-VAQ-0FsZCQGLa6Mzb7X3uhEKzUu6_Ts_PWemesvIJaRnsFxlIPssuRc0OLjO9TINU=&xkcb=SoB2-_M3MPQlqlwNC50JbzkdCdPP&p=2&fvj=1&vjs=3,Lewis Paige Recruitment Ltd,Exeter,Today
33,Planner,https://uk.indeed.com/viewjob?jk=a19caad3bec6d8bc&fccid=409fa8dd3bf26ce0&vjs=3,LiveWest,Exeter EX5,Today
34,Care Assistant (Days),https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0BV1T_zumJFpaJwXZFwt9xkjUaa9JCJ07xppIYGSkbDDL3NOdYjWfzL-azPJsACdB-Hkut0LdowUQ0qS-0br6MvsW3xgugLXbeHoQJxkmZjaY_GQeVnu7Z1dIsavlJMqyUK6VDcK9ARbi9ASZnF7P46tHYYwm8bmjNHBsAR-wPaL766kRjOe_8qAxPl7TxJneRQ0TNS0cL_X3TPa7R36C4XdwIm1sWw4t1qbHjp06TfGQo0BdfWwEt2kLD1Ne5w0fhT-zLA3gAEHZkjBOfkEOPaQ4363juh90GRAjgqCUgPXJgt8pXjq9efidh41wMLWjNGeLizJ02C3AENQSvR_iKumXspBPXkc3hXqABXHSzxI0-ukfD8JJSJ35eylBu4NOiYh_fuI4RLKxXOGk7HCjYYWVxYnSmjlC1ADhfvQrFhgSWLTb1Q_XLdhS-E0p0tHyWI6Ew1EAIfGpl_fmr34N6Y9iI87qmUyPHGnoLMxWfBCQgTm5D5JW4vuS6soW5n3Fs=&xkcb=SoBM-_M3MPQlqlwNC50PbzkdCdPP&p=4&fvj=1&vjs=3,Hatherleigh Nursing Home,Okehampton,Just posted
35,Easylet Worker,https://uk.indeed.com/viewjob?mo=r&ad=-6NYlbfkN0AwzikNzbRPokdAvlN5IqOnslsT_dsdYicRTeyoHWO-ohZZuqC2f8sNVetnZrtNH-4yD6iHMfnR_4SzYkqNYWEp0AX_nPMg3rKcFNfJU0sPfi3ydjj_SUfAFVVdW-sO-ZgWzXPGd599hrEjYmYlA2D11_4KMVZjY4MX9n43Sl-94RvWF206qPWnK_A6ps9JFrmATaaOBFDqTDi22IRNNN2FUwfhNHvb4sR6S4ARMb4Jrpy42yKkuhv9zggXNC9YuGXesM7q77vZ86zKd680US_8uMtQxhaAlIlkcJm1Nhom7n6FzIUl0xY-_mcN2FueH3tT-kKHMu__6pGNNX2PUKWM_ofywb0IsB5Pp81RvRN0jezxiOOdq5gRZ7qCYU2627_REXASZku8VmhYcOwaB6GSoxYw7wVlJ1Vyjn3JMCY33JJ6UPd6MdoQ9V2WO8LH8Ko8jjw7zVuuGES-z4jCcUcRyPB6wpgLcPY=&xkcb=SoD4-_M3MPQlqlwNC50ObzkdCdPP&p=5&fvj=1&vjs=3,Path,Hybrid remote in Plymouth PL1,Today
36,Mental Health Practitioner - Rough Sleepers Team,https://uk.indeed.com/viewjob?jk=ca83167c79d1d383&fccid=cff5d3e59b63d9ad&vjs=3,Devon Partnership NHS Trust,Barnstaple EX31, 1 day ago
37,Office Assistant,https://uk.indeed.com/company/Stags/jobs/Office-Assistant-e5dbfaae57049289?fccid=4a0561ed521a4c8d&vjs=3,Stags,Barnstaple, 1 day ago
38,"AFTMKT PROD COOR, RE-ENGINEERED",https://uk.indeed.com/viewjob?jk=d00f18832177b51e&fccid=38eb72d608d80c79&vjs=3,John Deere,Exeter EX2, 1 day ago
39,Retail Sales Assistant,https://uk.indeed.com/company/Cardzone/jobs/Retail-Sales-Associate-2f1f93d1b9f62551?fccid=f3507fbb995d5adb&vjs=3,Cardzone,Exeter EX1, 1 day ago
40,Dispenser/Trainee Dispenser,https://uk.indeed.com/viewjob?jk=bcb065dfd10b5583&fccid=89e8e7e75aada5fe&vjs=3,Modbury Health Centre,Modbury PL21,Today
